,created_at,text,sentiment
2440,2020-06-08 22:39:34+00:00,"RT @TicTocTick: Tuesday June 9 plan: 

1. If open is above 3232 (now 3230), look for sells targets 3147

2. If open is below 3187, look to…",
2441,2020-06-16 08:52:43+00:00,"... $SPX - B/Tag of the Bear Plot or a stop-sweep &amp; melt-up. Soon see...
#fintwit https://t.co/51C9LA0Jhy",
2442,2020-04-27 08:24:03+00:00,#advisor Elliott Wave Video $ES $SPX economy USA Stocks Markets trading 30 technical analysis https://t.co/T3KW49ux78 https://t.co/2xcOt8Rm2y,
2443,2020-04-13 20:31:55+00:00,RT @Kevin_Holloway: Reaffirming Our Call on U.S. Banks: We Think They're Ready This Time $BAC $WFC $JPM https://t.co/RDydeJ26ZK,
2444,2020-06-05 16:30:21+00:00,"Market Chameleon see our YouTube channel for Options ideas in $FB $JNJ for example,- https://t.co/0r0XvKoNNE #options   #stocks",
2445,2020-07-07 13:20:08+00:00,RT @OptionsHawk: $SPX monthly w/ B-Bands simplifies well and shows the chop for 2.5 years now https://t.co/86hrsU0Pn5,
2446,2020-06-11 18:57:44+00:00,"Another One!  #stocks #daytrade #optionstrade 
Posted by B-reezy - Brad https://t.co/2EG5LryYRP",
2447,2020-05-05 16:54:05+00:00,$ONCO #Oncopeptides AB Oncopeptides - Karyopharm making progress: Karyopharm reported its Q1’20 and sales of XPOVIO ~70 sales reps enough to tackle the US market We expect accelerated FDA approval in Q4’20e https://t.co/AJY4uJWvhc #equity #stocks https://t.co/pW8PhDj8bb,
2448,2020-06-04 00:27:16+00:00,"fire WHAT A DAY fire
$BA 1.88 right_arrow️ 13.15 
$SPY .09 right_arrow️ .31 
$MA .58 right_arrow️ 1.90
$ZM 2.28 right_arrow️ 3.40 
$DKNG 2.00 right_arrow️ 2.93
$AMZN 1.95 right_arrow️ 2.75 
#JoinTheBulls $39/Month https://t.co/PftQQjjQry",
2449,2020-07-07 14:07:05+00:00,$AAPL - Apple price target raised despite forecast concern https://t.co/cenrfuLEbM,
2450,2020-07-14 16:13:01+00:00,"RT @RealDavidJensen: @NorthmanTrader The entire Bank Index $BKX looks unwell.

#fintwit #gold #crypto #markets #StockMarket #stocks #stock…",
2451,2020-04-28 09:56:01+00:00,"RT @DeItaOne: SEN. JOSH HAWLEY IS REQUESTING THE DOJ OPEN A CRIMINAL ANTITRUST INVESTIGATION INTO AMAZON -- LETTER
$AMZN",
2452,2020-07-14 21:15:56+00:00,"RT @StockBiotech: Altimmune Reaches Agreement with DynPort to Seek COVID-19 Vaccine Candidate Funding

Further Details Here:right_arrow️https://t.co/…",
2453,2020-04-28 17:07:14+00:00,RT @SeekingAlpha: $PHGUF - Pharming Group Might Have An Effective COVID-19 Treatment Ready For Use. https://t.co/HMoeV4ok34 #stocks #tradin…,
2454,2020-07-01 02:13:41+00:00,#Options Flow Grid Update $ROST #OptionsTrading Ross Stores Shares up_arrow️0.05% to $85.28 #OptionsFlow #optiontrading #stocks #stock #StockMarket #investing #Investment https://t.co/5JE2nlalc3 https://t.co/NhBe37UKyC https://t.co/kz8WaE0Fuu,
2455,2020-07-06 17:55:24+00:00,$AAPL $MSFT $GOOGL $AMZN combined market cap is $6.25 trillion. That is more than the #GDP of Germany and France combined. #Bubble,
2456,2020-07-14 02:48:38+00:00,"Cisco Systems $CSCO Has A Good #Fundamental Analysis Score (FA Score). Check various FA Indicators' value, score, 5-year chart like P/E, P/B, P/S, D/E, ROE, ROA, ROIC, Gross Margin, EBITDA, etc #stocks #stock #StockMarket #Investment #investing https://t.co/Jj64hrH1R3 https://t.co/6bhE3g34P4",
2457,2020-04-16 16:17:01+00:00,@DHannum8 @datarade Using @MorningstarInc Example: $FB financials https://t.co/amNSlSDOpn https://t.co/Qmd4VXiVx8,
2458,2020-06-25 15:32:01+00:00,$AAPL to move 40% #Manufacturing to #india https://t.co/NtbjxkJezM,
2459,2020-07-13 10:02:43+00:00,"Everything you want to feel about markets going too high, just throw it in the garbage. Load up on calls, let it ride

$SPX",
2460,2020-07-16 15:17:17+00:00,"oxbear_facepolice_car_light Today’s Bullish Bearish Sentiment by Captain across the analysts we track:

LEANS BULLISH
$AAPL red_apple
$AMZN shopping_cart
$BTC locked
$SPX spider️
$VIR pill

LEANS BEARISH
$NFLX clapper_board
$QQQ laptop_computer
$ROKU clapper_board
$SMRT shopping_bags️
$TSLA high_voltage️
$TWTR bird

Full chart &amp; more available for you on Captain https://t.co/9jLC9lq5Lg https://t.co/I7rE6u7JMb",
2461,2020-04-17 19:42:41+00:00,"$DEAC company #profile, #Fundamental and #Technical Analysis Score #Update (FA Score, TA Score) #stocks #StockMarket https://t.co/5JE2nlalc3 https://t.co/BlTJjgkXA3",
2462,2020-05-04 14:33:00+00:00,"Pfizer Pays Valneva $130M for a Bite at a Lyme Disease Vaccine
- by @frankvinluan 
https://t.co/zvC7Wvbah4
$PFE @pfizer",
2463,2020-04-27 17:08:20+00:00,And here I was thinking $AMZN stock never goes down https://t.co/fJGBOuinW1,
2464,2020-06-22 06:47:32+00:00,#bitcoin July 1st QTR after #HALVENING what to watch. July #SPX monthly candle to decide 3rd QTR #bullish/#bearish case. Good start closing SPX candle above MA &amp; also bitcoin almost hit new QTR high in June. NOT ADVICE. DYOR #crypto #btc $btc #spx $spx #cryptocurrrencies #markets https://t.co/JqD8S2kDBS,
2465,2020-04-29 20:38:11+00:00,RT @CNBCClosingBell: After hours earnings movers: $FB $QCOM $MSFT $EBAY $TSLA https://t.co/S0WMh0zYXE,
2466,2020-07-07 16:16:16+00:00,The #sp500 had 5 Bubbles to date and could be on the 6 one. Why because of the “A” symmetry that has been recorded throughout history! #greatfiatponzischeme https://t.co/a7GIC7b1qU,
2467,2020-06-21 16:45:07+00:00,Some commentators are concerned about the heavy concentration of big technology #Stocks in the S&amp;P 500. But firms at the forefront of technology have dominated #Markets since Thomas Edison’s day #TEBI https://t.co/si0pmimMlX https://t.co/CvT0TJNGSU,
2468,2020-04-23 21:07:50+00:00,Navient’s $NAVI Hold Rating Reaffirmed at Credit Suisse Group https://t.co/Msj75K5lkq #stocks,
2469,2020-04-23 08:04:43+00:00,RT @derekquick1: Uranium is #23 in the world on YouTube trending with Michael Moore's new documentary free to watch here! on Earth day it p…,
2470,2020-06-26 18:28:50+00:00,"RT @wealthncollege: A lot of talk about $T (AT&amp;T) on the timeline lately 

So here’s a list of why $T  is so popular, especially right now…",
2471,2020-04-20 09:22:48+00:00,"RT @ReutersBiz: Facebook, three Indonesian firms in early talks for mobile payment approval-regulator https://t.co/tzx7VHEvbm by @f_potkin…",
2472,2020-06-22 05:42:40+00:00,Jefferies Financial Group Weighs in on Cummins Inc.’s Q2 2020 Earnings $CMI https://t.co/r7S5naYo5F #stocks,
2473,2020-06-18 12:48:43+00:00,RT @MarketMaker666: $AAPL This ticker deserves the feed I'm giving it.  You only have to look one place to see the games they are playing.…,
2474,2020-06-11 18:49:25+00:00,"https://t.co/4qChgeutY2

#Bank #Stocks getting Whipsawed...
https://t.co/V1711As1Lh",
2475,2020-07-05 19:05:29+00:00,Easy 10 bagger from here!  $OCO #copper #gold #silver #investments #stocks #lifechanging https://t.co/wztVSuRoiw,
2476,2020-07-03 19:40:54+00:00,"RT @WallStSupp: Introducing - Money Printer go BRRRR Shirt money_bag

Add this to your portfolio to simply BRRRR all your problems away! Grab one h…",
2477,2020-07-11 00:55:28+00:00,@Bringer_O_Rain @apollotradingsd @Bringer_O_Rain what do you think of the idea that $NQ pulls back a bit but $SPX hangs out while we see rotation for a bit?,
2478,2020-07-14 16:57:20+00:00,"Everyone Wants To Be Successful Until They See What It Actually Takes.
#portiasavings 

#money #benjamins #investing #wallstreet #stocks #business #rich #million #billion #passiveincome #moneymaking #forex #crypto #daytrader #investor #entrepreneur #earnmoney #businessman https://t.co/21ESJX6gaD",
2479,2020-06-15 04:17:54+00:00,"RT @sango691_: I open my #artraffle on twitter to celebrate my 200 followers $v$ !
Rules: Follow me + RT
Tag 1 friend = 1 chance or
Tag 2 f…",
2480,2020-07-05 02:12:21+00:00,"RT @thequ4nt: $DIS @Disney Fourth of July Live @ResortTV1 https://t.co/9ydNBoTUZY

#4thofJuly2020 #4thofJuly #July4th 

#Election2020 https…",
2481,2020-06-17 17:58:49+00:00,"$YY #Options #maxpain Chart, Open Interest Chart Update #OptionsTrading #OptionsFlow #optionstrade #optiontrading #stocks #stock #StockMarket #Investment #investing #invest #investor #investors https://t.co/5JE2nlalc3
https://t.co/9c7UYv6mb1 https://t.co/r56HAp64Ia",
2482,2020-06-28 18:15:58+00:00,"According to @verge,” majority of (Facebook’s) ad revenue comes from direct-response add from small and medium-sized businesses”

They’ll be safe if ever the boycotts by big companies gets worse

$FB",
2483,2020-06-05 16:09:37+00:00,RT @thegreenisback: 3 Oil Companies That Could Go Bankrupt in 2020 @themotleyfool #stocks $CHK $RIG $OXY https://t.co/DOyMOWQ6pP,
2484,2020-05-28 02:51:05+00:00,"$SPX #SPX But all they did was gap fill , run  stops raised to 200 sma... re-test 5 days ema and trap more bears... I hoped it touched the 50 days sma at 2965, but too much hurry to bounce it.... 50 days re-test will come soon. Daily Heiken ashi candles were green all along (2/2)",
2485,2020-06-11 07:10:06+00:00,"RT @TicTocTick: If on November 3rd 2020, emini S&amp;P500 is not 2315 or lower, I will do one of these 2 things: 

1. Delete my account on twit…",
2486,2020-04-28 11:45:47+00:00,"That hasn't cost you one penny as the $SPX is trading at essentially the same level as 27 months ago, while other #SafeMoney assets like #Treasuries, #gold, defensive, yield-oriented stocks, etc. have vastly outperformed the averages!",
2487,2020-06-14 02:00:59+00:00,RT @jmysct0: Why does anyone own $Aapl ? Is it bc ..,
2488,2020-07-08 18:34:57+00:00,"RT @CoreySurles: Spot on

The golden pivot I've identified is $spx 3144-3183
#es_f $spx $spy",
2489,2020-06-24 20:26:14+00:00,"RT @IlnickiMark: 24 Jun, Wed #StockMarket will be volatile, mixed, most likely sliding down, negative in AM. 
 #NASDAQ  #DOW #SP500  #coron…",
2490,2020-04-23 22:14:46+00:00,$MRK high OI range is 78.00 to 87.00 for option expiration 04/24/2020 PutCallRatio=0.98 #maxpain #options https://t.co/qldkHUdsBR https://t.co/MCAlRryvUQ,
2491,2020-06-10 23:54:25+00:00,$JFIN Lovely today #trade #stocks #withme https://t.co/B5EPdOsJuu,
2492,2020-06-11 13:22:20+00:00,Hi Tweeps! Expect a very bad day in US #stocks - I'm afraid you can delay the inevitable only for long! We will see!,
2493,2020-04-09 23:27:40+00:00,$ALEC https://t.co/EWoTB2Qs0L Alector Inc. The current setup has forecasted the price of this stock has an unfavorable short term setup with a flat long term setup #Stocks #StockMarket #money,
2494,2020-06-05 16:47:35+00:00,RT @LordSbux: Beginning to see some early movement to tech &amp; growth names from value names here. IMO we see EOD flush and then next 2 weeks…,
2495,2020-07-11 12:43:18+00:00,RT @allstarcharts: highest close ever for Communication Stocks $IXC $XLC $GOOG $FB $NFLX $ATVI $EA https://t.co/LHkvoIxRiN,
2496,2020-06-25 08:26:22+00:00,"Learn From The Best -Forex Quote Of The Day #justperfectmarketsglobal #forex #forextrader #trading #forextrading #money #forexsignals #trader 
#forexlifestyle #investing #fx #invest #forexmarket #stocks https://t.co/moaquNv6DU",
2497,2020-05-28 16:31:46+00:00,$FB 5-minute setup here for 230 b/o,
2498,2020-06-25 22:43:17+00:00,"Allegations of Prostitution, Substance Abuse and ... $AAPL $AMZN $BTC $ETH $FB $GOOG $MSFT $QQQ $SPY $TSLA #cnbc #foxbusiness #business #money #entrepreneur #trading #investing #investment #stock #stockmarket #forex #crypto #cryptocurrency #Bitcoin #Ethereum #Coinbase #Robinhood https://t.co/ib7gcm18tI",
2499,2020-04-28 05:53:52+00:00,Meta Financial Group $CASH – Investment Analysts’ Weekly Ratings Changes https://t.co/FQG3CAiMms #stocks,
2500,2020-06-24 01:38:18+00:00,"RT @CNBCTheExchange: PayPal is hitting a record high today, but payment processors haven't been immune to the effects of the pandemic, and…",
2501,2020-06-09 11:28:46+00:00,"$SPX $NDX stocks worth to look at are :
#OneOutOfFive42Day
$ARCT
$BORR
$CHK 
$CRC 
$GNUS",
2502,2020-06-17 07:59:20+00:00,RT @stebottaioli: $VIX $SPX with this type of euphoria I would be very cautious and prudent in this phase .... attention to the movements o…,
2503,2020-07-09 05:21:12+00:00,"TOP FUTURE CALLS OF THE DAY
Link: https://t.co/Iooc3TXk8L

Download The App And Get Updates :https://t.co/7Waj9fChE6

#StockMarket #Stock2020 #stockstowatch #stocks #stock #thursdaymorning #investing #Investment #StocksToTrade #stockmarkets  #VikashDubey #vikasDubeyEncounter",
2504,2020-06-19 13:15:07+00:00,"$BME - BlackRock Health Sciences: 5.85% Yield, Monthly Payer, Strong Vs. Healthcare Peers. https://t.co/bQ0T8jwYxW #trading #economy #stocks",
2505,2020-07-12 20:16:34+00:00,"RT @CalebGregory304: 300 shares of $T is just the start.

Hope to have 1000 shares in a years time!

Passive income through dividend invest…",
2506,2020-06-16 04:22:00+00:00,"RT @kbbothra: YOU JUST CAN'T MISS THIS: PSU BANK INDEX
30-50% UPSIDE Coming...

The laggards becoming the performers.
Respect Price Action…",
2507,2020-04-14 23:58:05+00:00,"RT @NorthmanTrader: This is the greatest market ever.
You can furlough your entire workforce of 46,000 &amp; pay them nothing while just keepin…",
2508,2020-06-18 00:47:07+00:00,Stock Research Using Fundamental Analysis: Part I https://t.co/rmM7YYqzY2 #fundamentals #stocks #investing #investment #learntoinvest,
2509,2020-04-19 17:30:23+00:00,"""Stock Options Trading Tools offers free comprehensive option chain views for stock symbols like $AMZN and $TSLA for example."" https://t.co/14mERGxT6m
#optionstrading #optionsreport #optionsideas #put #call",
2510,2020-04-17 21:35:23+00:00,"Nice OG55 

$DIS will have Parks and Theatres open Jun 1.   People continue to not factory in risk levels and mitigation.   #C19 will be on way out by mid May

115 soon and 125 in sights https://t.co/EVw5Lymjma",
2511,2020-04-23 20:18:02+00:00,"RT @GretaLWall: #MarketWatch $INTC falls after-hours despite beating Q1 expectations. 

Intel posted adjusted earnings of $1.45/share vs $1…",
2512,2020-07-13 08:05:00+00:00,"$idex $izea $lk $fb $ibio $dow $spy $tsla $nkla $dkng $aapl $aal $zom $vxrt $ino $shop $aytu $tops $ktov $ba $nvda $msft $spy $gnus $uavs $aezs $nio

We alerted $AYRO at $2.75 RAN TO $8 (200% GAIN!)

Daily Alerts

$15 ONE TIME FEE

BEAT THAT
backhand_index_pointing_down       backhand_index_pointing_down
https://t.co/33NfOdjf0i",
2513,2020-06-18 20:01:34+00:00,"$HD in +3.93% Uptrend, growing for three consecutive days on June 17, 2020. View odds for this and other indicators: https://t.co/GgbsOzQCTD #HomeDepot #stockmarket #stock #technicalanalysis #money #trading #investing #daytrading #news #today https://t.co/aQqG4UbzdC",
2514,2020-07-01 21:04:19+00:00,"$SUNW $SRNE There can be no big runners without big volume! Our #abnormalvolume is perfect for detecting volume abnormalities 
WHITE candle=abnormal volume
Visit us at
https://t.co/XQ99qdgSKf

#STOCKS #trading $MYOS $TTOO $YRCW $QLGN $PLUG $SUNW $ATHE $SPY $TSLA $LKCO https://t.co/m3FkLVJvTV",
2515,2020-04-20 07:50:43+00:00,"$GOOG $FB 
Goes where all the shorts will go

Move from pay-with-privacy to pay-with-money

$ZM $NFLX $AMZN

https://t.co/GcOp5eumCC",
2516,2020-06-04 12:32:51+00:00,$XOM Daily chart https://t.co/Ap4oVkSHKB,
2517,2020-06-10 17:00:02+00:00,Trndg up-right_arrow  $BE $BLDP $VRML $CAPR $WES $OIS $HOME $NBR website @ https://t.co/qoX93bHMvo #DayTrading #stocks #stockstotrade,
2518,2020-07-03 14:58:06+00:00,"RT @ActorsEquity: If you are focusing on safety, we hope you will test performers, since there were 10,000 new cases of COVID-19 yesterday…",
2519,2020-06-05 15:46:38+00:00,RT @TMFSunLion: 3 Top Dividend Stocks for a Better Retirement @themotleyfool #stocks $KO $PG $KMB https://t.co/VN6u8mfUHy,
2520,2020-06-05 22:35:22+00:00,"I wonder if an Australian investment will be next..

#Aurora Cannabis Sells Out of Stake in #Alcanna. @themotleyfool #stocks $ACB https://t.co/98xbfIeLX2",
2521,2020-06-11 20:35:44+00:00,Finished the day with 6 Wins and 1 Loss: $SBUX $NFLX $VIX $VXX $ROKU $DIS https://t.co/lkzgMWdGVJ,
2522,2020-04-23 22:59:22+00:00,"RT @ProsperTrading: This morning, @cboesib joined @OJRenick on @TDANetwork's Morning Trade Live to discuss an example trade on $INTC and mo…",
2523,2020-06-28 22:28:54+00:00,"Closed Sell AUDJPY 73.932 for +45.5 pips, total for today +45.5 pips @. VIP Follower .@iamolaprinz @. #crypto #forex #stocks .@",
2524,2020-07-07 10:08:17+00:00,Goldman Sachs Reiterates Buy Rating on Facebook $FB After May Comscore Data https://t.co/QPB14U9Oz5,
2525,2020-04-15 07:56:52+00:00,"$AMZN enters an Uptrend as Momentum Indicator exceeded the 0 level on March 23, 2020. View odds for this and other indicators: https://t.co/Glm7gXGj1u #stockmarket #stock #technicalanalysis #money #trading #investing #daytrading #news #today https://t.co/D6kMRUcFgm",
2526,2020-07-15 15:39:42+00:00,$SPY $QQQ algos dump retialers pick up ... we setting up for ATH POSSIBLE rhinoceros. $TSLA $AMZN $TWLO $FB,
2527,2020-06-01 02:44:42+00:00,RT @FactSet: The forward 12-month P/E ratio for $SPX of 21.5 is at its highest levels since January 2002. https://t.co/eQTjXfg2dc https://t…,
2528,2020-07-11 21:38:22+00:00,RT @5stocksinto: 5 Indonesian Stocks Into Garments https://t.co/0lxN5pe3qJ #Indonesia #Textiles #Stocks #Investment #IDX #Garments #Apparel…,
2529,2020-06-10 18:43:22+00:00,"$ES_M In retrospect, glad I cancelled my stop order to buy the futures. Futures once again below my would be entry after what would have been at first an 18 pt loss followed by an 18 pt gain. Don't need the excitement for nothing. $SPX $NDX $IWM https://t.co/EaOin92cWr",
2530,2020-07-09 20:41:31+00:00,Why Zillow Group Surged 26% in the First Half of 2020 https://t.co/NZhCefD8oo #zillow #stocks #thursdayvibes #investing #Invest98L #market #nasdaq #ValueInvesting #shares https://t.co/wAIc3EK5hU,
2531,2020-06-24 18:52:15+00:00,$PEP Emily Mason Named 2019-20 Gatoraderegistered National Girls Soccer Player of the Year https://t.co/dHoKmkk3sD,
2532,2020-04-29 20:13:26+00:00,Ok so now it’s up to Jack and $twtr! $snap and $FB killed it and stocks popped!!!! Can $twtr follow? Cookie man and Jack seem to have a history of disappointment person_shrugging‍male_sign️,
2533,2020-04-27 17:15:26+00:00,"Stocks +275 
Algos giddy with the thought of Tesla Replacing Exxon in the Dow 

winking_face
#tesla $tsla $xom #oil
$dia https://t.co/CgLWkd90c5",
2534,2020-07-12 09:13:07+00:00,"RT @musicnews360: US posts over 68K new virus cases, setting ... $AAPL $AMZN $BTC $ETH $FB $GOOG $MSFT $QQQ $SPY $TSLA #cnbc #foxbusiness #…",
2535,2020-06-11 16:17:40+00:00,More updates for the $SPY trades and comments on the $SPX at 12:15 PM https://t.co/1QaBkij37t,
2536,2020-06-18 15:51:39+00:00,"RT @AdamMancini4: $SPX Has done it all this week making it as complex as possible starting with a sell-off, then massive short-squeeze, now…",
2537,2020-06-09 14:09:33+00:00,"Kootenay Resumes Drilling at Columba High-Grade Silver Project, Mexico
https://t.co/4E9SrVjppW
TSX:V KTN #stocks #gold #silver #trending #trends",
2538,2020-04-09 22:14:02+00:00,"RT @unseen1_unseen: Market finishes higher.   

Dow up +280pts 
SP500 up +1.44%
Nasdaq up 0.77%

It was a very good week for the market. Fi…",
2539,2020-05-08 01:46:47+00:00,"If $TTD @jefftgreen is on every Amazon earnings call I’m sure $AMZN is now $10,000 a share now.",
2540,2020-05-29 12:45:18+00:00,This Cybersecurity Play Is Winning @themotleyfool #stocks $PANW https://t.co/Lfyko8pNG8,
2541,2020-04-23 00:42:03+00:00,Focus Financial Partners $FOCS vs. Eaton Vance $EV Financial Comparison https://t.co/Qkv30hVZ2t #stocks,
2542,2020-06-24 11:04:19+00:00,"#stock #stockmarket $SPX $NDX  $SPY #btc #forex #bitcoin #investing #realDonaldTrump
____
United Kingdom Claimant Count Change - https://t.co/ghOyVqTGVe",
2543,2020-04-15 15:14:33+00:00,Visa $V to launch crypto rewards card. https://t.co/oqh5XCK21a https://t.co/fvIQWQSfN8,
2544,2020-04-18 11:02:58+00:00,Alpha and Omega Semiconductor Ltd $AOSL Given Average Rating of “Hold” by Analysts https://t.co/0hYZwrpHRx #stocks,
2545,2020-05-05 17:32:55+00:00,I just wanna see $AAPL hit 300 today lmfao,
2546,2020-06-23 12:10:06+00:00,"$AAPL #patent 10,691,169 Sapphire cover for electronic devices #tech #IP #research https://t.co/YIyhP418WD https://t.co/FEubJElGV5",
2547,2020-04-25 09:30:09+00:00,#LEGO #LEGOTechnic 8275 Motorized Bulldozer #LEGOPowerFunctions #AFOL #LEGObricks #CollectibleToys #Toys #SP500 #stocks #instafollow #legoresaleprices #LEGOblocks #top10best #top10LEGO #searchengine https://t.co/X8rhmLzA69,
2548,2020-05-04 01:10:30+00:00,"Warren Buffett dumps US airline stocks, saying 'world has changed' after Covid-19 https://t.co/C5Es6Bjx9I #Buffett #COVIDー19 #stocks #USA",
2549,2020-07-16 12:12:55+00:00,"“We have a once-in-a-century shot at building forward better: a world that is fairer and more equitable; greener and more sustainable; smarter and, above all, more resilient.”

#ClimateChange #Equality #ElectricVehicle #NYSE #stocks #COVID19 $NIO $TSLA #EV https://t.co/1Qu5oiVPe1",
2550,2020-06-25 15:49:02+00:00,"(DEADLINE) - Actors’ Equity Association is calling on Walt Disney World in Florida to follow California’s Disneyland in postponing its re-opening due to the ongoing coronavirus pandemic, .. the union said today.

$DIS
https://t.co/zSS5fbCu19",
2551,2020-06-30 08:07:39+00:00,"RT @ChrisDungeon: ""Innovation has nothing to do with how many R&amp;D dollars you have. When $AAPL came up with the Mac, IBM was spending at le…",
2552,2020-04-17 01:22:24+00:00,RT @TMGStockTips: $CBDL Goes Viral On Blockbuster News. Shares Run Up +250%!. Their New #Covid19 Fighting #CBD Infused Hand #Sanitizer Gel…,
2553,2020-06-26 21:31:26+00:00,RT @SorabNY: Today’s profit $1410  $spy $spx $tsla $ba $amzn #Daytrading  #News #Invest #investing #Finance #Money #Life #NewYork #wallstre…,
2554,2020-04-13 22:25:04+00:00,"HomePod now runs on tvOS, here's what that could mean https://t.co/aFql0VJglY $AAPL https://t.co/WPTYXg0mty",
2555,2020-06-16 01:12:53+00:00,"$SPX $ES

Hmmm. Interesting pattern here

2003 and 2009 stock market bottoms vs. current

It looks like the bounce is flattening and running out of gas.. then vertical blow-off top, sell into support. 

Something I'll keep an eye on https://t.co/xYMAs8Feii",
2556,2020-06-10 19:28:05+00:00,"RT @BenzingaMedia: $TSLA, $PEP, $BUD, $TSLA Musk: It's Time For Tesla Semi To Get On The Road - https://t.co/FxESK5IMn8",
2557,2020-06-08 13:43:54+00:00,$ES $SPY $SPX POC tested https://t.co/3LLzRZvHx8,
2558,2020-04-23 03:05:18+00:00,RT @moneycontrolcom: #MarketswithMC | Good Morning! Here are top 10 things that you should know before the markets open today (via @Im_Sand…,
2559,2020-06-10 23:27:42+00:00,"RT @TriggerTrades: Levels bar_chart, Notes memo, &amp; Trends chart_increasing

$SPY $SPX #ES_F

As projected, 3232 [.618 x (A)] hit direct_hit then acted as resistance into cons…",
2560,2020-07-14 14:57:07+00:00,RT @247WallSt: Tuesday’s Top Analyst Upgrades and Downgrades Part 2: $LYFT $MA $NFLX $NCLH $PAYX $RCL $SPOT $TSLA $HEAR $TWTR $V $W https:/…,
2561,2020-06-19 23:04:48+00:00,RT @SheepKnowMore: Fake outrage. $FB is an invaluable Deep State election-interference tool. Tantrums like this by their #FakeNews media al…,
2562,2020-05-28 20:12:00+00:00,"$FB $AAL Here is our #SentimentCandle Don’t get caught in the wrong side of the trend
Green= #Bullish
White=neutral
Red= #bearish
Features can be disable/enable
Visit us at
https://t.co/XQ99qdgSKf

#trading #stocks $ARPO $HX $ABIO $PHAS $BHAT  $ASRT $TGI $SPY $TSLA $AMZN $htbx https://t.co/bIOja0leeQ",
2563,2020-04-21 23:22:12+00:00,"Netflix is so overvalued, the stock is gonna collapse when people realise #stocks #StockMarket",
2564,2020-06-24 14:03:29+00:00,"The Multibillion-Dollar Opioid Crisis Has a Plant Medicine Solution
https://t.co/GJPq8ZwSbD
@iboquestcanada #stocks #investing #psychedelics https://t.co/ryNeEt1xoz",
2565,2020-06-23 15:10:44+00:00,just want to lance this 3154 $SPX,
2566,2020-06-30 18:54:51+00:00,"S&amp;P 500 Sentiment ($3070)

What’s next for the S&amp;P 500?

$DIA #DJIA $SPY $AAPL $AMZN $FB $NFLX $GOOG $NVDA $TSLA $AVGO $ZOOM $WORK $IWM $SOXX $USO $GLD $XLF $ETH $XRP $LINK $BA $AAL $MGM $CCL $LTC $HBAR $TDOC $MSFT $TWTR $SNAP $UBER $OOTT #BTC #Bitcoin",
2567,2020-07-15 19:51:07+00:00,$MRNA Breaking News!! PT raised to 134!! Amy Trader/TA #stocks https://t.co/jKbE4uRU9p,
2568,2020-06-18 20:16:21+00:00,Financial News: Financial News: Report for June 18 2020 https://t.co/53BN1Dz6b1 #Commodities #crypto #MarketReport #STOCKS,
2569,2020-04-20 10:19:37+00:00,CyrusOne Inc $CONE Expected to Announce Earnings of $0.96 Per Share https://t.co/RykxxL8La7 #stocks,
2570,2020-07-08 05:39:27+00:00,Jefferies Financial Group Upgrades Melrose Industries $MRVGF to “Buy” https://t.co/dCCqKmoIVS #stocks,
2571,2020-05-29 13:03:13+00:00,"RT @mrzoriley: Would you say solid financial info, low fee ETFs, &amp; your choice to invest in fractional shares is worth $1 a mth? Then you m…",
2572,2020-07-07 22:41:11+00:00,"RT @50F7W4R37R4D3R: ""Welcome every morning with a smile. Look on the new day as another gift from your Creator, another golden opportunity.…",
2573,2020-06-09 02:24:51+00:00,This is the stuff that makes 100% sense in the markets. $SPX $HTZ https://t.co/QOnksr6uzv,
2574,2020-07-15 13:02:18+00:00,Analyst: XRP’s inability to rally as many altcoins go parabolic is a “remarkable” feat https://t.co/QIcOlJQqQ9 #crypto #blockchain #investing #stocks,
2575,2020-04-24 04:54:42+00:00,"$SPX update

0.618 fibo achieved

I expect violent dump to follow from current prices

Confirmatory levels on the break of the red horizontal

SEND IT TO WUHAN

#SPX S&amp;P500 https://t.co/jbXcwJh9Ka",
2576,2020-06-25 11:15:27+00:00,"RT @MacroCharts: $SPX got within 5% of its Feb peak – but 2/3 of Stocks were still DOWN &gt;10% from their highs.

This has fallen sharply the…",
2577,2020-04-13 15:26:02+00:00,"RT @Lakshmi_888: #SPX #ES_F #Dow $NQ #NQ #NDX $RUT #DAX #FTSE $ES_F $QQQ $Dow

The irony of this drop is that *as long as lower blue line h…",
2578,2020-06-30 14:29:09+00:00,"RT @facts_tesla: With a strong open for $TSLA, its market cap has blown past $XOM, currently:

$TSLA $189B

$XOM $184B",
2579,2020-06-20 03:36:31+00:00,"Insider Selling: Sunrun Inc $RUN CAO Sells 4,489 Shares of Stock https://t.co/NDN0osTW9p #stocks",
2580,2020-07-08 03:21:29+00:00,"$SPY Support and Resistance (Pivots) for Wed 7/8/20:

$XLF $XLK $XLV
$XLY $XLP $XLU
$XLE $XLI $XLC
$XBI $XOP $XAR

#stocks #pivots #markets #daytrading #watchlist #charts #IBB #ATHS #spx $spx #spy #xlf #xlk #xlv #xly #xlp #xlu #xle #xli #xlc #xbi #xlb #xop #Xara https://t.co/mcpJ4QKU7w",
2581,2020-06-04 02:50:33+00:00,RT @Jason: At some point a group of $fb employees will have had enough of Zuck and build an instagram killer.  https://t.co/LYwNhO3Bpz,
